"","flgs","flgs_number","proto","proto_number","sport","dport","pkts","bytes","state","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnBPSrcIP","TnBPDstIP","TnP_PSrcIP","TnP_PDstIP","TnP_PerProto","TnP_Per_Dport","AR_P_Proto_P_SrcIP","AR_P_Proto_P_DstIP","N_IN_Conn_P_DstIP","N_IN_Conn_P_SrcIP","AR_P_Proto_P_Sport","AR_P_Proto_P_Dport","Pkts_P_State_P_Protocol_P_DestIP","Pkts_P_State_P_Protocol_P_SrcIP","attack","category","subcategory"
"3643064","e",1,"tcp",1,40224,5999,2,134,"RST",1,0.00029,0.00029,0,0.00029,0.00029,0.00029,1,1,74,60,3448.275879,0,0,12194,12194,182,182,200,2,50276.2,50276.2,91,91,6896.55,6896.55,182,182,1,"Reconnaissance","Service_Scan"
"3635647","e",1,"tcp",1,48968,7070,2,120,"RST",1,0.00432,0.00432,0,0.00432,0.00432,0.00432,1,1,60,60,231.481491,0,0,11700,11700,195,195,195,2,554.138,554.138,100,100,554.138,462.963,190,190,1,"Reconnaissance","Service_Scan"
"3611951","e",1,"tcp",1,37508,44176,2,120,"RST",1,0.000104,0.000104,0,0.000104,0.000104,0.000104,1,1,60,60,9615.384766,0,0,12000,12000,200,200,200,2,29048.7,29048.7,100,100,29048.7,19230.8,200,200,1,"Reconnaissance","Service_Scan"
"3660540","eU",6,"udp",3,44350,21524,1,60,"INT",4,0.000112,0.000112,0,0.000112,0.000112,0.000112,1,0,60,0,0,0,0,900,3480,15,58,58,1,8077.54,7396.07,58,15,8723.24,8928.57,58,15,1,"Reconnaissance","Service_Scan"
"3636113","e",1,"tcp",1,48968,1417,2,120,"RST",1,0.001364,0.001364,0,0.001364,0.001364,0.001364,1,1,60,60,733.137817,0,0,12000,12000,200,200,200,2,586.968,586.968,100,100,586.968,1466.28,200,200,1,"Reconnaissance","Service_Scan"
"3630043","e",1,"tcp",1,1589,870,2,120,"RST",1,0.001171,0.001171,0,0.001171,0.001171,0.001171,1,1,60,60,853.971008,0,0,12600,12600,210,210,210,2,1657.93,1657.93,100,100,1657.93,1707.94,210,210,1,"Reconnaissance","Service_Scan"
"3654099","e",1,"tcp",1,54776,7103,2,120,"RST",1,0.000703,0.000703,0,0.000703,0.000703,0.000703,1,1,60,60,1422.475098,0,0,12000,12000,200,200,200,2,1216.38,1216.38,100,100,1216.38,2844.95,200,200,1,"Reconnaissance","Service_Scan"
"3661346","eU",6,"udp",3,43759,17359,1,60,"INT",4,0.000111,0.000111,0,0.000111,0.000111,0.000111,1,0,60,0,0,0,0,900,3798,15,60,59,2,7163.32,7480.66,59,15,6465.52,18018,57,15,1,"Reconnaissance","Service_Scan"
"3578545","e",1,"tcp",1,51137,30000,2,120,"RST",1,0.000129,0.000129,0,0.000129,0.000129,0.000129,1,1,60,60,7751.938477,0,0,12180,12180,203,203,203,2,11186.4,11186.4,100,100,11186.4,15503.9,203,203,1,"Reconnaissance","OS_Fingerprint"
"3623385","e",1,"tcp",1,3987,1,2,120,"RST",1,2.3e-05,2.3e-05,0,2.3e-05,2.3e-05,2.3e-05,1,1,60,60,43478.261719,0,0,4080,11880,68,198,200,198,33415.2,36303.6,99,34,86956.5,36303.6,198,68,1,"Reconnaissance","Service_Scan"
"3606187","eU",6,"udp",3,39704,19995,1,60,"INT",4,5.4e-05,5.4e-05,0,5.4e-05,5.4e-05,5.4e-05,1,0,60,0,0,0,0,840,3510,14,58,58,1,17857.1,19391.5,58,14,19434.6,18518.5,58,14,1,"Reconnaissance","Service_Scan"
"3585210","e",1,"tcp",1,41840,2602,2,120,"RST",1,0.001432,0.001432,0,0.001432,0.001432,0.001432,1,1,60,60,698.324036,0,0,12000,12000,200,200,200,2,1203.56,1203.56,100,100,1203.56,1396.65,200,200,1,"Reconnaissance","OS_Fingerprint"
"3640562","e",1,"udp",3,43776,1105,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,900,3472,15,57,57,2,7429.42,7813.57,57,15,8076.36,13071.9,57,15,1,"Reconnaissance","Service_Scan"
"3590680","e",1,"tcp",1,45115,5859,2,120,"RST",1,0.000614,0.000614,0,0.000614,0.000614,0.000614,1,1,60,60,1628.664429,0,0,12000,12000,200,200,200,2,3608.74,3608.74,100,100,3608.74,3257.33,200,200,1,"Reconnaissance","OS_Fingerprint"
"3634547","e",1,"tcp",1,56972,49160,2,120,"RST",1,0.000612,0.000612,0,0.000612,0.000612,0.000612,1,1,60,60,1633.986938,0,0,12000,12000,200,200,200,2,1775.69,1775.69,100,100,1775.69,3267.97,200,200,1,"Reconnaissance","Service_Scan"
"3607430","eU",6,"udp",3,36529,443,1,109,"INT",4,8e-06,8e-06,0,8e-06,8e-06,8e-06,1,0,109,0,0,0,0,889,3518,14,57,57,2,51851.9,27039.8,57,14,64516.1,27777.8,57,14,1,"Reconnaissance","Service_Scan"
"3637372","e",1,"tcp",1,34141,32784,2,120,"RST",1,0.003944,0.003944,0,0.003944,0.003944,0.003944,1,1,60,60,253.549683,0,0,10560,11280,176,188,176,2,29.2254,29.2254,100,88,29.2254,507.099,176,176,1,"Reconnaissance","Service_Scan"
"3635362","e",1,"tcp",1,48968,4001,2,120,"RST",1,0.000694,0.000694,0,0.000694,0.000694,0.000694,1,1,60,60,1440.922241,0,0,11160,12000,186,200,200,2,3151.53,3227.99,100,93,3151.53,2881.84,200,186,1,"Reconnaissance","Service_Scan"
"3599466","eU",6,"udp",3,35008,20762,1,60,"INT",4,7.5e-05,7.5e-05,0,7.5e-05,7.5e-05,7.5e-05,1,0,60,0,0,0,0,1554,5220,23,83,83,1,48016.7,72173.9,83,23,52506,13333.3,83,23,1,"Reconnaissance","Service_Scan"
"3628862","e",1,"tcp",1,59768,144,2,120,"RST",1,0.000495,0.000495,0,0.000495,0.000495,0.000495,1,1,60,60,2020.202026,0,0,12000,12000,200,200,200,2,5657.87,5657.87,100,100,5657.87,4040.4,200,200,1,"Reconnaissance","Service_Scan"
"3651395","e",1,"tcp",1,36917,1049,2,120,"RST",1,0.004345,0.004345,0,0.004345,0.004345,0.004345,1,1,60,60,230.149612,0,0,11520,11520,192,192,192,2,530.699,530.699,100,100,530.699,460.299,184,184,1,"Reconnaissance","Service_Scan"
"3583263","e",1,"tcp",1,59626,5431,2,120,"RST",1,0.003303,0.003303,0,0.003303,0.003303,0.003303,1,1,60,60,302.755066,0,0,12000,12000,200,200,200,2,35.4249,35.4249,100,100,35.4249,605.51,200,200,1,"Reconnaissance","OS_Fingerprint"
"3584186","e",1,"tcp",1,41840,1096,2,120,"RST",1,0.000932,0.000932,0,0.000932,0.000932,0.000932,1,1,60,60,1072.961426,0,0,6000,12000,100,200,200,2,3068.9,3273.8,100,50,3068.9,2145.92,200,100,1,"Reconnaissance","OS_Fingerprint"
"3654495","e",1,"tcp",1,54776,2393,2,120,"RST",1,0.003987,0.003987,0,0.003987,0.003987,0.003987,1,1,60,60,250.815155,0,0,11700,11700,195,195,195,2,622.419,622.419,100,100,622.419,501.63,190,190,1,"Reconnaissance","Service_Scan"
"3578976","e",1,"tcp",1,51137,9207,2,120,"RST",1,0.000216,0.000216,0,0.000216,0.000216,0.000216,1,1,60,60,4629.629395,0,0,12000,12000,200,200,200,2,12879.1,12879.1,100,100,12879.1,9259.26,200,200,1,"Reconnaissance","OS_Fingerprint"
"3643356","e",1,"tcp",1,60236,50002,2,134,"RST",1,1.5e-05,1.5e-05,0,1.5e-05,1.5e-05,1.5e-05,1,1,74,60,66666.671875,0,0,13400,13400,200,200,200,2,115473,115473,100,100,133333,133333,200,200,1,"Reconnaissance","Service_Scan"
"3617226","e",1,"tcp",1,35742,3306,13,1113,"FIN",6,0.197318,0.197318,0,0.197318,0.197318,0.197318,7,6,532,581,60.815536,30.407768,25.339806,27825,111300,325,1300,1300,1300,65.5023,65.4764,100,25,65.8835,65.4764,1300,325,1,"Reconnaissance","Service_Scan"
"3611507","e",1,"tcp",1,37508,2605,2,120,"RST",1,2e-06,2e-06,0,2e-06,2e-06,2e-06,1,1,60,60,5e+05,0,0,12000,12000,200,200,200,2,24703.6,24703.6,100,100,24703.6,1e+06,200,200,1,"Reconnaissance","Service_Scan"
"3667741","e",1,"tcp",1,2272,1,2,120,"RST",1,0.000111,0.000111,0,0.000111,0.000111,0.000111,1,1,60,60,9009.008789,0,0,3000,12000,50,200,200,200,12543.9,13536.4,100,25,18018,13536.4,200,50,1,"Reconnaissance","Service_Scan"
"3638110","eU",6,"udp",3,55093,28973,1,60,"INT",4,0.000168,0.000168,0,0.000168,0.000168,0.000168,1,0,60,0,0,0,0,840,3480,14,58,58,1,7257.65,7296.52,58,14,7598.78,5952.38,58,14,1,"Reconnaissance","Service_Scan"
"3625603","e",1,"tcp",1,2290,691,3,180,"RST",1,0.005829,0.005829,0,0.005829,0.005829,0.005829,2,1,120,60,343.11203,171.556015,0,16440,16440,274,274,274,3,611.589,611.589,100,100,611.589,514.668,274,274,1,"Reconnaissance","Service_Scan"
"3608370","eU",6,"udp",3,39705,17505,1,60,"INT",4,0.000102,0.000102,0,0.000102,0.000102,0.000102,1,0,60,0,0,0,0,840,3480,14,58,58,2,18817.2,22943,58,14,14563.1,19607.8,58,14,1,"Reconnaissance","Service_Scan"
"3628067","e",1,"tcp",1,1638,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,1740,4620,29,77,121,77,0,0,77,29,0,0,77,29,1,"Reconnaissance","Service_Scan"
"3650149","e",1,"tcp",1,51652,1164,2,134,"RST",1,0.001298,0.001298,0,0.001298,0.001298,0.001298,1,1,74,60,770.416016,0,0,13992,13992,208,208,208,2,24.3491,24.3491,100,100,1540.83,1540.83,208,208,1,"Reconnaissance","Service_Scan"
"3648409","e",1,"tcp",1,51478,1455,2,134,"RST",1,0.000639,0.000639,0,0.000639,0.000639,0.000639,1,1,74,60,1564.945312,0,0,13844,13844,206,206,206,2,33.5803,33.5803,100,100,3129.89,3129.89,206,206,1,"Reconnaissance","Service_Scan"
"3643853","e",1,"tcp",1,60172,1272,2,134,"RST",1,4.6e-05,4.6e-05,0,4.6e-05,4.6e-05,4.6e-05,1,1,74,60,21739.130859,0,0,14130,14130,210,210,210,2,32766.4,32766.4,100,100,43478.3,43478.3,210,210,1,"Reconnaissance","Service_Scan"
"3586421","e",1,"tcp",1,44670,2381,2,120,"RST",1,7.9e-05,7.9e-05,0,7.9e-05,7.9e-05,7.9e-05,1,1,60,60,12658.228516,0,0,6060,12120,101,202,202,2,20321.9,22671.2,100,50,20321.9,25316.5,202,101,1,"Reconnaissance","OS_Fingerprint"
"3637689","eU",6,"udp",3,43776,16498,1,60,"INT",4,0.000104,0.000104,0,0.000104,0.000104,0.000104,1,0,60,0,0,0,0,960,5160,16,86,86,1,14638.6,35818.4,86,16,14638.6,9615.38,86,16,1,"Reconnaissance","Service_Scan"
"3601643","eU",6,"udp",3,38760,33744,1,60,"INT",4,4.6e-05,4.6e-05,0,4.6e-05,4.6e-05,4.6e-05,1,0,60,0,0,0,0,840,3492,14,57,57,2,20086.1,26975.9,57,14,17142.9,43478.3,57,14,1,"Reconnaissance","Service_Scan"
"3659361","e",1,"udp",3,44350,19096,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1080,4440,18,74,74,2,7698.89,8066.27,74,18,8583.69,15037.6,74,18,1,"Reconnaissance","Service_Scan"
"3646322","e",1,"tcp",1,60541,8086,2,120,"RST",1,4.8e-05,4.8e-05,0,4.8e-05,4.8e-05,4.8e-05,1,1,60,60,20833.332031,0,0,12000,12000,200,200,200,2,20502.3,20502.3,100,100,20502.3,41666.7,200,200,1,"Reconnaissance","Service_Scan"
"3644666","e",1,"tcp",1,34262,8443,2,134,"RST",1,4e-06,4e-06,0,4e-06,4e-06,4e-06,1,1,74,60,250000,0,0,13546,13546,202,202,202,2,90745.7,90745.7,100,100,5e+05,5e+05,202,202,1,"Reconnaissance","Service_Scan"
"3602335","eU",6,"udp",3,36529,767,1,60,"INT",4,3.1e-05,3.1e-05,0,3.1e-05,3.1e-05,3.1e-05,1,0,60,0,0,0,0,884,3524,14,58,58,1,26022.3,21386.4,58,14,35842.3,32258.1,58,14,1,"Reconnaissance","Service_Scan"
"3666646","e",1,"tcp",1,42053,1041,2,120,"RST",1,0.000176,0.000176,0,0.000176,0.000176,0.000176,1,1,60,60,5681.818359,0,0,7214,11908,120,198,198,3,75.6204,124.093,100,61,3653.88,17045.5,196,118,1,"Reconnaissance","Service_Scan"
"3651871","e",1,"tcp",1,36919,9998,2,120,"RST",1,0.000933,0.000933,0,0.000933,0.000933,0.000933,1,1,60,60,1071.811401,0,0,6900,11940,115,199,199,3,3.90306,4.98039,100,58,2280.5,3215.43,198,114,1,"Reconnaissance","Service_Scan"
"3645753","e",1,"tcp",1,52076,995,12,2458,"FIN",6,6.141281,0.067456,0.067163,0.134912,0.000293,0.134619,7,5,558,1900,1.791157,0.976995,0.65133,39677,44777,324,409,409,38,6.30767,7.962,100,63,1.95399,3.1223,196,196,1,"Reconnaissance","Service_Scan"
"3618208","e",1,"tcp",1,36236,3306,13,1113,"FIN",6,0.198393,0.198393,0,0.198393,0.198393,0.198393,7,6,532,581,60.486004,30.243002,25.202501,25813,111514,302,1303,1303,1303,54.3047,62.5054,100,23,65.5265,62.5054,1303,302,1,"Reconnaissance","Service_Scan"
"3592739","e",1,"tcp",1,35886,1041,2,120,"RST",1,0.001709,0.001709,0,0.001709,0.001709,0.001709,1,1,60,60,585.137512,0,0,12000,12000,200,200,200,2,1820.2,1820.2,100,100,1820.2,1170.28,200,200,1,"Reconnaissance","OS_Fingerprint"
"3627060","e",1,"tcp",1,1301,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,1980,6000,33,100,100,100,0,0,100,33,0,0,100,33,1,"Reconnaissance","Service_Scan"
"3623529","e",1,"tcp",1,4035,1,2,120,"RST",1,6.7e-05,6.7e-05,0,6.7e-05,6.7e-05,6.7e-05,1,1,60,60,14925.373047,0,0,3960,12000,66,200,200,200,24571.9,14782,100,33,29850.7,14782,200,66,1,"Reconnaissance","Service_Scan"
"3633968","e",1,"tcp",1,51456,7106,2,120,"RST",1,0.003464,0.003464,0,0.003464,0.003464,0.003464,1,1,60,60,288.683594,0,0,11880,11880,198,198,198,2,772.728,772.728,100,100,772.728,577.367,196,196,1,"Reconnaissance","Service_Scan"
"3642623","eU",6,"udp",3,55149,61412,1,60,"INT",4,0.000156,0.000156,0,0.000156,0.000156,0.000156,1,0,60,0,0,0,0,840,3480,14,58,58,1,6535.95,7230.12,58,14,6410.26,6410.26,58,14,1,"Reconnaissance","Service_Scan"
"3642243","e",1,"udp",3,63061,16918,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,840,3382,14,56,56,2,6334.84,6829.27,56,14,7220.22,11627.9,56,14,1,"Reconnaissance","Service_Scan"
"3614075","e",1,"tcp",1,34278,3306,13,1113,"FIN",6,0.316305,0.316305,0,0.316305,0.316305,0.316305,7,6,532,581,37.938065,18.969032,15.807527,101730,376185,340,1551,1551,130,19.0363,30.3192,100,20,41.0996,52.7994,1394,316,1,"Reconnaissance","Service_Scan"
"3633014","e",1,"tcp",1,2493,391,2,120,"RST",1,0.000922,0.000922,0,0.000922,0.000922,0.000922,1,1,60,60,1084.598755,0,0,12000,12000,200,200,200,2,1524.2,1524.2,100,100,1524.2,2169.2,200,200,1,"Reconnaissance","Service_Scan"
"3611435","e",1,"tcp",1,33956,3306,13,1113,"FIN",6,0.31389,0.31389,0,0.31389,0.31389,0.31389,7,6,532,581,38.229954,19.114977,15.929147,162513,268626,445,894,913,52,24.8224,21.3944,98,26,41.4158,20.7609,646,362,1,"Reconnaissance","Service_Scan"
"3605686","eU",6,"udp",3,39704,49186,1,60,"INT",4,7.4e-05,7.4e-05,0,7.4e-05,7.4e-05,7.4e-05,1,0,60,0,0,0,0,888,3408,14,56,56,1,19914.7,24724.1,56,14,22421.5,13513.5,56,14,1,"Reconnaissance","Service_Scan"
"3643425","e",1,"tcp",1,60272,9100,2,134,"RST",1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,74,60,76923.078125,0,0,13132,13132,196,196,200,2,109131,109131,98,98,153846,153846,196,196,1,"Reconnaissance","Service_Scan"
"3656017","eU",6,"udp",3,35226,20360,1,60,"INT",4,0.000197,0.000197,0,0.000197,0.000197,0.000197,1,0,60,0,0,0,0,1140,4620,19,77,77,2,8504.92,8195.85,77,19,8881,4962.78,77,19,1,"Reconnaissance","Service_Scan"
"3617609","e",1,"tcp",1,35934,3306,13,1113,"FIN",6,0.197655,0.197655,0,0.197655,0.197655,0.197655,7,6,532,581,60.711845,30.355923,25.296602,27825,111514,325,1303,1303,1303,65.4592,62.6796,100,25,65.7712,62.6796,1303,325,1,"Reconnaissance","Service_Scan"
"3650351","e",1,"tcp",1,45822,10010,2,134,"RST",1,0.000955,0.000955,0,0.000955,0.000955,0.000955,1,1,74,60,1047.120483,0,0,13992,13992,208,208,208,2,25.1187,25.1187,100,100,2094.24,2094.24,208,208,1,"Reconnaissance","Service_Scan"
"3627202","e",1,"tcp",1,1921,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,1980,6000,33,100,100,100,0,0,100,33,0,0,100,33,1,"Reconnaissance","Service_Scan"
"3606059","eU",6,"udp",3,35008,22043,1,60,"INT",4,3e-06,3e-06,0,3e-06,3e-06,3e-06,1,0,60,0,0,0,0,900,3484,15,58,58,1,18115.9,23126,58,15,21696.3,333333,58,15,1,"Reconnaissance","Service_Scan"
"3587148","e",1,"tcp",1,44670,19101,2,120,"RST",1,0.000105,0.000105,0,0.000105,0.000105,0.000105,1,1,60,60,9523.80957,0,0,6120,12000,102,200,200,2,32360.4,32294.5,100,51,32360.4,19047.6,200,102,1,"Reconnaissance","OS_Fingerprint"
"3659416","e",1,"udp",3,43758,686,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1020,4352,17,71,71,2,6863.14,7387.37,71,17,7099.95,10526.3,71,17,1,"Reconnaissance","Service_Scan"
"3599294","e",1,"tcp",1,51614,9220,2,120,"RST",1,4e-06,4e-06,0,4e-06,4e-06,4e-06,1,1,60,60,250000,0,0,10800,10800,180,180,201,2,3205.3,3205.3,90,90,3205.3,5e+05,180,180,1,"Reconnaissance","Service_Scan"
"3643632","e",1,"tcp",1,37228,8383,2,134,"RST",1,1.6e-05,1.6e-05,0,1.6e-05,1.6e-05,1.6e-05,1,1,74,60,62500,0,0,13266,13266,198,198,200,2,103502,103502,99,99,125000,125000,198,198,1,"Reconnaissance","Service_Scan"
"3644364","e",1,"tcp",1,36826,458,2,134,"RST",1,1.8e-05,1.8e-05,0,1.8e-05,1.8e-05,1.8e-05,1,1,74,60,55555.554688,0,0,13266,13266,198,198,200,2,65389.7,65389.7,99,99,111111,111111,198,198,1,"Reconnaissance","Service_Scan"
"3590873","e",1,"tcp",1,45115,800,2,120,"RST",1,0.000395,0.000395,0,0.000395,0.000395,0.000395,1,1,60,60,2531.645508,0,0,12060,12060,201,201,201,2,3560.55,3560.55,100,100,3560.55,5063.29,201,201,1,"Reconnaissance","OS_Fingerprint"
"3642763","e",1,"tcp",1,38232,993,4,280,"RST",1,0.000204,0.000204,0,0.000204,0.000204,0.000204,3,1,206,74,14705.882812,9803.921875,0,8830,8708,130,128,138,4,29024.9,29024.9,53,55,19607.8,19607.8,128,128,1,"Reconnaissance","Service_Scan"
"3624355","e",1,"tcp",1,2969,475,2,120,"RST",1,0.000454,0.000454,0,0.000454,0.000454,0.000454,1,1,60,60,2202.643311,0,0,17760,17760,296,296,296,2,971.02,971.02,100,100,971.02,4405.29,296,296,1,"Reconnaissance","Service_Scan"
"3633290","e",1,"tcp",1,51456,6788,2,120,"RST",1,0.000336,0.000336,0,0.000336,0.000336,0.000336,1,1,60,60,2976.19043,0,0,5880,5880,98,98,404,2,4881.45,4881.45,49,49,4881.45,5952.38,98,98,1,"Reconnaissance","Service_Scan"
"3664120","e",1,"tcp",1,33626,9595,2,120,"RST",1,0.00061,0.00061,0,0.00061,0.00061,0.00061,1,1,60,60,1639.344238,0,0,12000,12000,200,200,200,2,1662.52,1662.52,100,100,1662.52,3278.69,200,200,1,"Reconnaissance","Service_Scan"
"3652577","e",1,"tcp",1,40209,49152,2,120,"RST",1,0.003956,0.003956,0,0.003956,0.003956,0.003956,1,1,60,60,252.780594,0,0,11400,11400,190,190,190,2,393.696,393.696,100,100,393.696,505.561,180,180,1,"Reconnaissance","Service_Scan"
"3609640","e",1,"tcp",1,62819,24444,2,120,"RST",1,8.9e-05,8.9e-05,0,8.9e-05,8.9e-05,8.9e-05,1,1,60,60,11235.955078,0,0,12000,12000,200,200,200,2,14326.6,14326.6,100,100,14326.6,22471.9,200,200,1,"Reconnaissance","Service_Scan"
"3598326","e",1,"tcp",1,51614,1025,2,120,"RST",1,0.00011,0.00011,0,0.00011,0.00011,0.00011,1,1,60,60,9090.90918,0,0,12660,12660,211,211,211,2,14517.7,14517.7,100,100,14517.7,18181.8,211,211,1,"Reconnaissance","Service_Scan"
"3593483","e",1,"tcp",1,35886,3827,2,120,"RST",1,0.001191,0.001191,0,0.001191,0.001191,0.001191,1,1,60,60,839.630554,0,0,12000,12000,200,200,200,2,2117.66,2117.66,100,100,2117.66,1679.26,200,200,1,"Reconnaissance","OS_Fingerprint"
"3596557","e",1,"tcp",1,62169,3371,2,120,"RST",1,1.5e-05,1.5e-05,0,1.5e-05,1.5e-05,1.5e-05,1,1,60,60,66666.671875,0,0,12000,12000,200,200,200,2,63391.4,63391.4,100,100,63391.4,133333,200,200,1,"Reconnaissance","Service_Scan"
"3603926","eU",6,"udp",3,38759,19283,1,60,"INT",4,1.9e-05,1.9e-05,0,1.9e-05,1.9e-05,1.9e-05,1,0,60,0,0,0,0,840,3467,14,57,57,1,30107.5,19826.1,57,14,27431.4,52631.6,57,14,1,"Reconnaissance","Service_Scan"
"3592805","e",1,"tcp",1,35886,1073,2,120,"RST",1,0.000745,0.000745,0,0.000745,0.000745,0.000745,1,1,60,60,1342.28186,0,0,12060,12060,201,201,201,2,2690.22,2690.22,100,100,2690.22,2684.56,201,201,1,"Reconnaissance","OS_Fingerprint"
"3615627","e",1,"tcp",1,34946,3306,13,1113,"FIN",6,0.197363,0.197363,0,0.197363,0.197363,0.197363,7,6,532,581,60.80167,30.400835,25.334028,27825,111300,325,1300,1300,1300,65.574,65.537,100,25,65.8685,65.537,1300,325,1,"Reconnaissance","Service_Scan"
"3633425","e",1,"tcp",1,51456,1524,2,120,"RST",1,0.000721,0.000721,0,0.000721,0.000721,0.000721,1,1,60,60,1386.962524,0,0,11520,11520,192,192,192,2,834.249,834.249,100,100,834.249,2773.93,184,184,1,"Reconnaissance","Service_Scan"
"3597172","e",1,"tcp",1,62169,5221,2,120,"RST",1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,60,60,12500,0,0,10680,10680,178,178,200,2,38107.5,38107.5,89,89,38107.5,25000,178,178,1,"Reconnaissance","Service_Scan"
"3583487","e",1,"tcp",1,41707,17877,2,120,"RST",1,0.000984,0.000984,0,0.000984,0.000984,0.000984,1,1,60,60,1016.260132,0,0,11820,11820,197,197,197,2,1065.21,1065.21,100,100,1065.21,2032.52,194,194,1,"Reconnaissance","OS_Fingerprint"
"3598817","e",1,"tcp",1,51614,3370,2,120,"RST",1,0.000131,0.000131,0,0.000131,0.000131,0.000131,1,1,60,60,7633.588379,0,0,12000,12000,200,200,200,2,12558.9,12558.9,100,100,12558.9,15267.2,200,200,1,"Reconnaissance","Service_Scan"
"3658986","e",1,"udp",3,35226,1081,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1092,4212,18,70,70,2,7798.96,7152.34,70,18,8626.41,31746,70,18,1,"Reconnaissance","Service_Scan"
"3634773","e",1,"tcp",1,56972,1174,2,120,"RST",1,0.000695,0.000695,0,0.000695,0.000695,0.000695,1,1,60,60,1438.848877,0,0,12000,12000,200,200,200,2,1160.12,1160.12,100,100,1160.12,2877.7,200,200,1,"Reconnaissance","Service_Scan"
"3657829","eU",6,"udp",3,44350,49166,1,60,"INT",4,0.00017,0.00017,0,0.00017,0.00017,0.00017,1,0,60,0,0,0,0,1080,4380,18,73,73,1,9240.25,8531.03,73,18,11063.8,5882.35,73,18,1,"Reconnaissance","Service_Scan"
"3588213","e",1,"tcp",1,44670,14442,2,120,"RST",1,4.7e-05,4.7e-05,0,4.7e-05,4.7e-05,4.7e-05,1,1,60,60,21276.595703,0,0,3000,12120,50,202,202,2,46210.7,34400.5,100,25,46210.7,42553.2,202,50,1,"Reconnaissance","OS_Fingerprint"
"3631655","e s",2,"tcp",1,2456,422,4,240,"RST",1,0.007795,0.007795,0,0.007795,0.007795,0.007795,2,2,120,120,384.862091,128.287369,128.287369,16380,16380,273,273,273,4,691.598,691.598,100,100,691.598,513.149,273,273,1,"Reconnaissance","Service_Scan"
"3587517","e",1,"tcp",1,44670,2144,2,120,"RST",1,3.8e-05,3.8e-05,0,3.8e-05,3.8e-05,3.8e-05,1,1,60,60,26315.791016,0,0,2880,11280,48,188,188,2,41486.6,27806.5,100,24,41486.6,52631.6,176,48,1,"Reconnaissance","OS_Fingerprint"
"3637251","e",1,"tcp",1,34141,9110,2,120,"RST",1,0.003726,0.003726,0,0.003726,0.003726,0.003726,1,1,60,60,268.384338,0,0,11880,11880,198,198,198,2,656.381,656.381,100,100,656.381,536.769,196,196,1,"Reconnaissance","Service_Scan"
"3584276","e",1,"tcp",1,59626,49999,2,120,"RST",1,0.000945,0.000945,0,0.000945,0.000945,0.000945,1,1,60,60,1058.20105,0,0,6000,11880,100,198,198,2,749.406,888.195,100,50,749.406,2116.4,196,100,1,"Reconnaissance","OS_Fingerprint"
"3587746","e",1,"tcp",1,64088,901,2,120,"RST",1,4.4e-05,4.4e-05,0,4.4e-05,4.4e-05,4.4e-05,1,1,60,60,22727.273438,0,0,3960,12060,66,201,201,2,53268.8,40167.9,100,33,53268.8,45454.5,201,66,1,"Reconnaissance","OS_Fingerprint"
"3579050","e",1,"tcp",1,51137,27353,2,120,"RST",1,0.000165,0.000165,0,0.000165,0.000165,0.000165,1,1,60,60,6060.605957,0,0,12000,12000,200,200,200,2,10800.3,10800.3,100,100,10800.3,12121.2,200,200,1,"Reconnaissance","OS_Fingerprint"
"3583474","e",1,"tcp",1,41707,1085,2,120,"RST",1,0.003831,0.003831,0,0.003831,0.003831,0.003831,1,1,60,60,261.028442,0,0,11820,11820,197,197,197,2,1065.21,1065.21,100,100,1065.21,522.057,194,194,1,"Reconnaissance","OS_Fingerprint"
"3664582","e",1,"tcp",1,33627,1287,2,120,"RST",1,0.000665,0.000665,0,0.000665,0.000665,0.000665,1,1,60,60,1503.759399,0,0,11280,11280,188,188,198,2,16.7865,16.7865,95,95,87.7462,3007.52,186,186,1,"Reconnaissance","Service_Scan"
"3668058","e",1,"tcp",1,2653,1,2,120,"RST",1,9.4e-05,9.4e-05,0,9.4e-05,9.4e-05,9.4e-05,1,1,60,60,10638.297852,0,0,3000,11760,50,196,200,196,13031,15297,98,25,19047.6,15297,196,50,1,"Reconnaissance","Service_Scan"
"3586149","e",1,"tcp",1,64088,4242,1,60,"REQ",3,0,0,0,0,0,0,1,0,60,0,0,0,0,3120,9060,52,151,151,1,0,22972.8,100,52,0,0,53,52,1,"Reconnaissance","OS_Fingerprint"
"3578214","e",1,"tcp",1,46997,8333,2,120,"RST",1,0.000117,0.000117,0,0.000117,0.000117,0.000117,1,1,60,60,8547.008789,0,0,12000,12000,200,200,200,2,18674.1,18674.1,100,100,18674.1,17094,200,200,1,"Reconnaissance","OS_Fingerprint"
